NCBI Gene ID	Ensembl gene ID
10151	ENSG00000226790
170526	ENSG00000227688
643689	ENSG00000214653
389395	ENSG00000226068
387933	ENSG00000236565
653115	ENSG00000213300
100421357	ENSG00000253119
100129557	ENSG00000239699
100421415	ENSG00000270903
100421413	ENSG00000257851
100421431	ENSG00000260689
100421395	ENSG00000219102
441026	ENSG00000250826
729817	ENSG00000224494
	ENSG00000225636
100421451	ENSG00000267233
	ENSG00000213972
3182	ENSG00000197451
390294	ENSG00000255734
3183	ENSG00000092199
343069	ENSG00000179172
440563	ENSG00000275774
649330	ENSG00000277058
101060301	ENSG00000179412
319133	ENSG00000258900
653447	ENSG00000204253
646956	ENSG00000259419
100421828	ENSG00000263179
100421794	ENSG00000213305
100127907	ENSG00000228653
100131842	ENSG00000254748
100130196	ENSG00000232048
100129229	ENSG00000215054
3184	ENSG00000138668
101928963	ENSG00000272677
9987	ENSG00000152795
100128595	ENSG00000226307
100128061	ENSG00000234890
106481662	ENSG00000236185
100421657	ENSG00000270837
112351742	
8251	ENSG00000232794
	ENSG00000217811
3185	ENSG00000169813
644449	ENSG00000227538
3187	ENSG00000169045
100132803	ENSG00000220305
100129368	ENSG00000213924
402216	ENSG00000248854
3188	ENSG00000126945
3189	ENSG00000096746
	ENSG00000230247
3190	ENSG00000165119
	ENSG00000235298
389322	ENSG00000250859
389053	ENSG00000227347
399881	
644063	ENSG00000243547
	ENSG00000250662
3191	ENSG00000104824
92906	ENSG00000143889
442157	ENSG00000233503
644390	ENSG00000259917
4670	ENSG00000099783
645204	ENSG00000259335
390948	ENSG00000269576
10236	ENSG00000125944
100125387	ENSG00000223984
100421354	ENSG00000255047
100421323	
3192	ENSG00000153187
	
11100	ENSG00000105323
221092	ENSG00000214753
100534595	ENSG00000234857
319134	ENSG00000259051
	
	
399949	ENSG00000183644
112817	ENSG00000241935
	
9456	ENSG00000152413
9455	ENSG00000103942
317768	ENSG00000228966
317769	ENSG00000238275
9454	ENSG00000051128
102724360	ENSG00000269019
57594	ENSG00000290292
	
	
51361	ENSG00000134709
29911	ENSG00000095066
84376	ENSG00000168172
	
84525	ENSG00000171476
84072	ENSG00000143452
150280	ENSG00000176635
101929664	ENSG00000227117
	
100124700	ENSG00000228630
100506311	ENSG00000233429
100316868	ENSG00000243766
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
285943	ENSG00000253552
100133311	ENSG00000254369
	
3198	ENSG00000105991
3199	ENSG00000105996
3200	ENSG00000105997
3201	ENSG00000197576
3202	ENSG00000106004
3203	ENSG00000106006
3204	ENSG00000122592
3205	ENSG00000078399
3206	ENSG00000253293
100874323	ENSG00000253187
3207	ENSG00000005073
221883	ENSG00000240990
3209	ENSG00000106031
	ENSG00000230148
	ENSG00000239552
404266	ENSG00000233101
	ENSG00000242207
	
3211	ENSG00000120094
3212	ENSG00000173917
3213	ENSG00000120093
3214	ENSG00000182742
3215	ENSG00000120075
3216	ENSG00000108511
3217	ENSG00000260027
3218	ENSG00000120068
3219	ENSG00000170689
10481	ENSG00000159184
100874363	ENSG00000250451
100874364	ENSG00000250133
100874365	ENSG00000251151
	
3221	ENSG00000198353
3222	ENSG00000172789
3223	ENSG00000197757
3224	ENSG00000037965
3225	ENSG00000180806
3226	ENSG00000180818
3227	ENSG00000123388
3228	ENSG00000123407
3229	ENSG00000123364
100874366	ENSG00000249641
100506783	ENSG00000237380
	
3231	ENSG00000128645
3232	ENSG00000128652
3233	ENSG00000170166
3234	ENSG00000175879
3235	ENSG00000128709
3236	ENSG00000128710
3237	ENSG00000128713
3238	ENSG00000170178
3239	ENSG00000128714
3240	ENSG00000257017
50809	ENSG00000127483
	
	
3208	ENSG00000121905
3241	ENSG00000115756
51440	ENSG00000116983
	
3242	ENSG00000158104
84842	ENSG00000186603
	
	
	
	
	
54969	ENSG00000056050
	
3248	ENSG00000164120
27306	ENSG00000163106
	
3249	ENSG00000105707
100128675	ENSG00000227392
	
3250	ENSG00000261701
3251	ENSG00000165704
100130067	ENSG00000251644
3254	ENSG00000250587
3255	ENSG00000256752
	
	
	
3257	ENSG00000107521
101927278	ENSG00000287261
84343	ENSG00000163755
89781	ENSG00000100099
11234	ENSG00000110756
79803	ENSG00000166189
10855	ENSG00000173083
60495	ENSG00000172987
	
3259	
3260	
3261	
	
	
3263	ENSG00000110169
93668	ENSG00000253521
55806	ENSG00000168453
3265	ENSG00000174775
3270	ENSG00000130528
646962	ENSG00000196196
	
3272	
3273	ENSG00000113905
105374258	ENSG00000197099
100533663	ENSG00000225175
	ENSG00000226724
3269	ENSG00000196639
3274	ENSG00000113749
11255	ENSG00000101180
59340	ENSG00000134489
8739	ENSG00000135116
	
388697	ENSG00000197915
78995	ENSG00000125319
	
	
120766137	ENSG00000288677
64342	ENSG00000118960
	ENSG00000231948
9653	ENSG00000153936
9957	ENSG00000002587
9956	ENSG00000122254
9955	ENSG00000153976
9953	ENSG00000125430
9951	ENSG00000182601
222537	ENSG00000249853
64711	ENSG00000162040
9394	ENSG00000136720
388605	ENSG00000187952
90161	ENSG00000171004
	ENSG00000235849
266722	ENSG00000185352
100289580	ENSG00000224888
	
3281	ENSG00000230989
440498	ENSG00000226742
326296	ENSG00000258650
100288483	ENSG00000166530
	
150274	ENSG00000100209
	
	
	
3283	ENSG00000203857
3284	ENSG00000203859
80270	ENSG00000099377
391076	ENSG00000187481
440606	ENSG00000203858
441900	ENSG00000249798
128102	ENSG00000203855
391081	ENSG00000198857
3290	ENSG00000117594
101930114	ENSG00000227591
374875	ENSG00000167733
3291	ENSG00000176387
3292	ENSG00000108786
108783654	ENSG00000266962
643646	ENSG00000108785
3294	ENSG00000086696
105371363	ENSG00000261235
3293	ENSG00000130948
105376162	ENSG00000232283
3295	ENSG00000133835
	
8630	ENSG00000025423
51478	ENSG00000132196
148818	ENSG00000232908
158160	ENSG00000099251
7923	ENSG00000204228
3028	ENSG00000072506
51170	ENSG00000198189
51144	ENSG00000149084
345275	ENSG00000170509
51171	ENSG00000087076
83693	ENSG00000103160
84263	ENSG00000119471
100133204	ENSG00000230185
3297	ENSG00000185122
3298	ENSG00000025156
11077	ENSG00000160207
3299	ENSG00000102878
124535	ENSG00000176160
100506164	ENSG00000171116
100130086	ENSG00000268738
101928917	ENSG00000283697
101927685	ENSG00000283463
86614	ENSG00000172468
27437	ENSG00000229027
159119	ENSG00000169953
442479	ENSG00000227289
643987	ENSG00000224482
	ENSG00000232475
	ENSG00000224169
	ENSG00000228571
	ENSG00000233156
84941	ENSG00000196684
	
	
3320	ENSG00000080824
3324	ENSG00000224411
3322	ENSG00000231434
3323	ENSG00000205100
730211	ENSG00000205955
441051	ENSG00000181359
3326	ENSG00000096384
391634	ENSG00000205940
3327	ENSG00000183199
664618	ENSG00000282100
442083	ENSG00000223738
541611	ENSG00000235137
644495	ENSG00000235838
7184	ENSG00000166598
7190	ENSG00000259706
343477	ENSG00000203914
3303	ENSG00000204389
3304	ENSG00000204388
3305	ENSG00000204390
3306	ENSG00000126803
102723809	ENSG00000259116
	
3308	ENSG00000170606
22824	ENSG00000164070
3309	ENSG00000044574
107987127	ENSG00000239705
400750	ENSG00000215895
3310	ENSG00000173110
3311	ENSG00000225217
3312	ENSG00000109971
3314	ENSG00000234176
100420133	
100420143	ENSG00000234788
100420028	ENSG00000248610
399988	ENSG00000256356
130195	ENSG00000235864
100420080	ENSG00000224773
100287551	ENSG00000229091
402143	ENSG00000241478
100420004	
392209	ENSG00000248159
100420038	
	ENSG00000253425
642580	ENSG00000257539
100420051	ENSG00000219395
100289643	ENSG00000224059
100533658	ENSG00000228557
	ENSG00000232953
100420049	ENSG00000251614
100129231	ENSG00000234564
3313	ENSG00000113013
	
266724	ENSG00000226666
	
	
259217	ENSG00000165868
105378499	ENSG00000232767
116835	ENSG00000132622
6782	ENSG00000155304
51182	ENSG00000187522
3315	ENSG00000106211
653553	ENSG00000236060
653364	ENSG00000230216
3316	ENSG00000170276
100528019	ENSG00000254445
8988	ENSG00000169271
126393	ENSG00000004776
27129	ENSG00000173641
26353	ENSG00000152137
94086	ENSG00000260325
79663	ENSG00000169087
	ENSG00000277315
	
23640	ENSG00000133265
	
	
3329	ENSG00000144381
643300	ENSG00000213430
645808	ENSG00000254543
3332	ENSG00000255128
644745	ENSG00000257576
345041	ENSG00000249193
645548	ENSG00000230067
54047	ENSG00000215005
647298	ENSG00000215357
646910	ENSG00000228036
644016	ENSG00000216990
100359396	ENSG00000251348
283320	ENSG00000255964
100462987	ENSG00000255403
100287140	ENSG00000227000
646273	ENSG00000249557
100462985	ENSG00000218792
100462986	
100359397	ENSG00000248351
100463288	ENSG00000270411
100462989	
100462990	ENSG00000229900
100462984	
	
	
3336	ENSG00000115541
100529241	ENSG00000270757
140895	ENSG00000234878
326300	ENSG00000258645
100507046	ENSG00000259746
100287369	ENSG00000258153
100506000	ENSG00000261395
	ENSG00000232917
100132346	ENSG00000270945
100292290	ENSG00000217897
	ENSG00000232690
100288235	ENSG00000249768
	ENSG00000187762
100286954	ENSG00000235930
	ENSG00000225900
	ENSG00000271612
112323207	
171421	ENSG00000237140
112352682	
	ENSG00000255163
	ENSG00000271024
100288726	ENSG00000257021
	ENSG00000238059
100289607	ENSG00000237306
	ENSG00000250356
	ENSG00000225158
	ENSG00000232015
	ENSG00000220867
	ENSG00000235112
171420	ENSG00000230081
	
3339	ENSG00000142798
10808	ENSG00000120694
	
	
10553	ENSG00000109854
27336	ENSG00000102241
387039	ENSG00000223457
401233	ENSG00000271361
	
	
109703458	ENSG00000255154
	
	
	
3346	ENSG00000126550
3347	ENSG00000205649
3349	
3350	ENSG00000178394
3351	ENSG00000135312
	
3352	ENSG00000179546
100421479	ENSG00000275811
3354	ENSG00000168830
3355	ENSG00000179097
3356	ENSG00000102468
	ENSG00000224517
3357	ENSG00000135914
3358	ENSG00000147246
	
	
3359	ENSG00000166736
9177	ENSG00000149305
170572	ENSG00000178084
389180	ENSG00000233576
200909	ENSG00000186090
285242	ENSG00000186038
	ENSG00000238020
3360	ENSG00000164270
	
3361	ENSG00000157219
100128264	ENSG00000220575
645694	ENSG00000125631
3362	ENSG00000158748
3363	ENSG00000148680
93164	ENSG00000183935
5654	ENSG00000166033
27429	ENSG00000115317
94031	ENSG00000170801
203100	ENSG00000169495
	
3064	ENSG00000197386
	
100750326	ENSG00000251075
	
	
	
728655	ENSG00000285219
30811	ENSG00000142149
	ENSG00000237138
	
3364	ENSG00000136273
135458	ENSG00000188996
10075	ENSG00000086758
	
	
	
	
	
	
84329	ENSG00000122986
	
	
	
3373	ENSG00000114378
8692	ENSG00000068001
8372	ENSG00000186792
23553	ENSG00000106302
26062	ENSG00000228211
84668	ENSG00000122591
285172	ENSG00000155744
	
54768	ENSG00000157423
100288805	ENSG00000276975
	ENSG00000242586
81888	ENSG00000178922
	ENSG00000229348
123688	ENSG00000188266
	
219844	ENSG00000198331
57061	ENSG00000283122
10525	ENSG00000149428
	ENSG00000255114
	
25764	ENSG00000242028
	
124902069	ENSG00000253507
285148	ENSG00000134330
3375	ENSG00000121351
3376	ENSG00000196305
55699	ENSG00000067704
642461	ENSG00000251563
101929447	ENSG00000233387
200205	ENSG00000181873
574432	ENSG00000203684
	
	
	
	
	
	
	
	
	
	
	
	
	
3381	ENSG00000029559
25998	ENSG00000005700
100127883	
	
3382	ENSG00000003147
100505938	ENSG00000244239
130026	ENSG00000163596
3383	ENSG00000090339
3384	ENSG00000108622
3385	ENSG00000076662
3386	ENSG00000105371
	ENSG00000267607
7087	ENSG00000105376
	
23379	ENSG00000164151
79664	ENSG00000128915
644491	ENSG00000248880
728432	ENSG00000242705
23463	ENSG00000116237
148645	ENSG00000225077
29851	ENSG00000163600
23308	ENSG00000160223
	
	
	
	
	
	
3397	ENSG00000125968
3398	ENSG00000115738
100506299	ENSG00000235092
84099	ENSG00000237456
3399	ENSG00000117318
3400	ENSG00000172201
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
3416	ENSG00000119912
3417	ENSG00000138413
100507475	ENSG00000231908
644051	ENSG00000234115
3418	ENSG00000182054
105370966	ENSG00000259685
3419	ENSG00000166411
3420	ENSG00000101365
	ENSG00000228293
3421	ENSG00000067829
3422	ENSG00000067064
647002	ENSG00000237939
100130299	ENSG00000253654
100421361	ENSG00000231071
91734	ENSG00000148377
55853	ENSG00000232656
414328	ENSG00000148057
	
3620	ENSG00000131203
169355	ENSG00000188676
3423	ENSG00000010404
3424	ENSG00000176289
3425	ENSG00000127415
9592	ENSG00000160888
8870	ENSG00000137331
105379695	ENSG00000272273
51124	ENSG00000134049
51278	ENSG00000162783
389792	ENSG00000188483
105376290	ENSG00000204055
25900	ENSG00000010295
126917	ENSG00000169991
	
2537	ENSG00000126709
3428	ENSG00000163565
	
3429	ENSG00000165949
122509	ENSG00000165948
83982	ENSG00000119632
10437	ENSG00000216490
3430	ENSG00000068079
10561	ENSG00000137965
10964	ENSG00000137959
	
	
	
	
	
64135	ENSG00000115267
3434	ENSG00000185745
439996	ENSG00000204010
8373	ENSG00000215515
3433	ENSG00000119922
3437	ENSG00000119917
24138	ENSG00000152778
100128465	ENSG00000224289
8519	ENSG00000185885
10581	ENSG00000185201
10410	ENSG00000142089
728048	ENSG00000236562
144383	ENSG00000223722
100101247	ENSG00000196114
442309	ENSG00000230191
100101246	ENSG00000238168
643058	ENSG00000258352
391020	ENSG00000233419
442389	ENSG00000271377
442017	ENSG00000271134
340198	ENSG00000235821
387733	ENSG00000206013
613204	ENSG00000215096
390218	ENSG00000213275
402778	ENSG00000244242
	
	
3439	ENSG00000197919
3440	ENSG00000188379
3441	ENSG00000236637
3442	ENSG00000147873
3443	ENSG00000120235
3444	ENSG00000214042
3445	ENSG00000120242
3446	ENSG00000186803
3461	ENSG00000231195
158011	ENSG00000235108
3447	ENSG00000233816
3448	ENSG00000228083
3449	ENSG00000147885
3451	ENSG00000234829
3463	ENSG00000226393
3452	ENSG00000137080
3453	ENSG00000224416
	
3454	ENSG00000142166
3455	ENSG00000159110
3456	ENSG00000171855
	
	
	
338376	ENSG00000184995
3458	ENSG00000111537
100885789	ENSG00000255733
3459	ENSG00000027697
3460	ENSG00000159128
	
56832	ENSG00000147896
282618	ENSG00000182393
282616	ENSG00000183709
282617	ENSG00000197110
100421129	ENSG00000268510
101180976	ENSG00000272395
101927833	ENSG00000272311
163702	ENSG00000185436
654783	ENSG00000230208
	
	
3466	
3467	ENSG00000177047
646581	ENSG00000237691
	ENSG00000225027
392292	ENSG00000232138
100130671	ENSG00000226597
100130866	ENSG00000232281
360001	ENSG00000223684
3474	ENSG00000238271
3475	ENSG00000006652
7866	ENSG00000214706
90410	ENSG00000109083
64792	ENSG00000128581
51668	ENSG00000081870
11020	ENSG00000100360
112752	ENSG00000119650
56912	ENSG00000118096
51098	ENSG00000101052
79989	ENSG00000105948
55081	ENSG00000114446
100129646	ENSG00000255951
92104	ENSG00000197557
150737	ENSG00000196659
80173	ENSG00000096872
101929602	ENSG00000234676
57560	ENSG00000068885
28981	ENSG00000122970
8100	ENSG00000032742
55764	ENSG00000163913
	ENSG00000250939
	ENSG00000244932
653712	
9742	ENSG00000187535
26160	ENSG00000138002
119710	ENSG00000166352
	
	
	
3476	ENSG00000089289
	ENSG00000203588
	ENSG00000220925
645545	ENSG00000266826
280655	ENSG00000226677
391526	ENSG00000231552
391672	ENSG00000250325
391642	ENSG00000250858
9543	ENSG00000174498
57722	ENSG00000103742
	
	
3479	ENSG00000017427
3480	ENSG00000140443
3481	ENSG00000167244
51214	ENSG00000099869
10642	ENSG00000159217
10644	ENSG00000073792
646600	ENSG00000163915
10643	ENSG00000136231
3482	ENSG00000197081
3483	ENSG00000099769
101928278	
3484	ENSG00000146678
3485	ENSG00000115457
3486	ENSG00000146674
3487	ENSG00000141753
3488	ENSG00000115461
3489	ENSG00000167779
3490	ENSG00000163453
255130	ENSG00000245067
	
347252	ENSG00000137142
374918	ENSG00000188293
727703	ENSG00000268879
727704	ENSG00000268238
147920	ENSG00000204866
645553	ENSG00000268621
388555	ENSG00000188624
444882	ENSG00000204869
79713	ENSG00000126246
91156	ENSG00000163395
3492	
3493	ENSG00000211895
3494	ENSG00000211890
3495	ENSG00000211898
	
28510	ENSG00000236170
28509	ENSG00000237197
28508	ENSG00000227108
28507	ENSG00000237020
28506	ENSG00000211907
28335	ENSG00000271336
28334	ENSG00000270185
28505	ENSG00000211931
28504	ENSG00000211925
28503	ENSG00000211918
28502	ENSG00000211912
28333	ENSG00000282599
28332	ENSG00000282268
28501	ENSG00000211930
28500	ENSG00000211924
28499	ENSG00000211923
28498	ENSG00000211917
28497	ENSG00000211911
28331	ENSG00000282520
28330	ENSG00000282089
28496	ENSG00000233655
28495	ENSG00000232543
28494	ENSG00000227800
28493	ENSG00000227196
28329	ENSG00000271317
28328	ENSG00000270451
28492	ENSG00000211928
28491	ENSG00000211921
28490	ENSG00000211915
28489	ENSG00000211909
28327	ENSG00000270961
28326	ENSG00000270824
28488	ENSG00000228131
28487	ENSG00000211920
28486	ENSG00000211914
28485	ENSG00000225825
28484	ENSG00000236597
	
	
	
3497	ENSG00000211891
3498	ENSG00000253692
3499	ENSG00000254017
3500	ENSG00000211896
3501	ENSG00000211893
3502	ENSG00000211897
3503	ENSG00000211892
3505	ENSG00000253755
	
	
28483	ENSG00000211905
28482	ENSG00000227335
28481	ENSG00000211904
28480	ENSG00000237547
28479	ENSG00000242887
28478	ENSG00000237111
28477	ENSG00000240041
28476	ENSG00000242472
28475	ENSG00000211900
3507	ENSG00000211899
3508	ENSG00000132740
	
	
	
28474	ENSG00000211934
28473	ENSG00000211935
28472	
28471	ENSG00000254174
28470	ENSG00000253709
28469	ENSG00000254046
28468	ENSG00000211945
28467	ENSG00000211950
28460	
28466	ENSG00000211961
28465	ENSG00000211962
28464	ENSG00000211968
28463	ENSG00000253274
28462	ENSG00000253703
28461	ENSG00000211973
28458	ENSG00000281990
102723169	ENSG00000280411
	
388077	ENSG00000270505
100287128	ENSG00000259337
646370	ENSG00000271288
646379	ENSG00000270356
100384884	
28320	ENSG00000270685
390531	ENSG00000188403
28315	ENSG00000261704
28314	ENSG00000259852
28313	ENSG00000260048
28312	ENSG00000259997
390530	ENSG00000277282
28457	ENSG00000211937
28456	
28455	ENSG00000211951
28454	ENSG00000274576
102723168	ENSG00000211974
	
100129631	ENSG00000259303
28453	ENSG00000253763
28452	ENSG00000211938
28451	
28450	ENSG00000211941
28449	ENSG00000211942
28448	ENSG00000211943
28447	ENSG00000211944
28446	ENSG00000253883
28445	ENSG00000211946
28444	ENSG00000211947
28443	ENSG00000253957
28442	ENSG00000211949
28441	ENSG00000253441
28440	ENSG00000270474
28439	ENSG00000270550
28438	ENSG00000253587
57290	
89770	
28435	ENSG00000254289
28434	ENSG00000211955
28433	ENSG00000253440
28432	ENSG00000211957
28431	ENSG00000253240
28430	ENSG00000253359
28429	ENSG00000211958
28404	
28428	ENSG00000278473
28427	ENSG00000254228
28426	ENSG00000232216
103106901	
28425	ENSG00000229092
28424	ENSG00000211964
28423	ENSG00000211965
28422	ENSG00000253241
28421	ENSG00000253545
28420	ENSG00000211967
28419	ENSG00000275475
28418	ENSG00000253759
28417	ENSG00000253742
28416	ENSG00000253132
28415	ENSG00000253936
28414	ENSG00000223648
102723170	ENSG00000282639
28413	ENSG00000253209
28412	ENSG00000211972
28402	ENSG00000282600
28411	ENSG00000254056
28410	ENSG00000225698
28409	ENSG00000211976
28408	ENSG00000224650
28407	ENSG00000254176
28406	ENSG00000253247
28405	ENSG00000275747
	
	
28318	ENSG00000259490
647187	ENSG00000270864
28309	ENSG00000271620
388255	ENSG00000271130
28307	ENSG00000270472
28306	ENSG00000233732
28305	ENSG00000270318
28304	ENSG00000270467
100287372	ENSG00000271178
100568447	
28300	ENSG00000261834
28301	ENSG00000259842
390714	ENSG00000259680
28401	ENSG00000276775
28400	ENSG00000211952
28399	
28398	
28397	
28396	ENSG00000231475
28395	ENSG00000211956
28389	
28394	ENSG00000211959
28393	ENSG00000254395
28392	ENSG00000224373
28391	ENSG00000211970
28390	ENSG00000283906
28317	ENSG00000259261
28386	ENSG00000282651
28388	ENSG00000211966
28387	ENSG00000211978
28385	ENSG00000211933
57289	ENSG00000282122
28383	ENSG00000254326
28382	ENSG00000253325
28381	ENSG00000253467
28380	ENSG00000253131
	
28378	ENSG00000211979
28343	ENSG00000254167
28377	ENSG00000254279
28376	ENSG00000253458
28375	
28374	ENSG00000253345
28373	ENSG00000253482
28372	ENSG00000253149
28371	ENSG00000253491
107548099	ENSG00000283607
28370	
28369	ENSG00000254203
28368	ENSG00000253294
28367	ENSG00000283195
28366	ENSG00000253895
28365	ENSG00000253808
28364	ENSG00000253386
28363	ENSG00000253941
28362	ENSG00000253714
28361	ENSG00000254329
28360	ENSG00000253747
28359	ENSG00000253169
28358	ENSG00000253820
28357	ENSG00000254134
28356	ENSG00000253674
28355	ENSG00000253780
28354	ENSG00000253387
28353	ENSG00000254053
28352	ENSG00000254215
28351	ENSG00000253412
28350	ENSG00000283948
28349	ENSG00000254045
28348	ENSG00000253367
28347	ENSG00000253462
28346	ENSG00000253989
28345	ENSG00000283562
28344	ENSG00000253862
28342	ENSG00000254036
28341	ENSG00000253635
28340	ENSG00000254052
28339	ENSG00000253310
28338	ENSG00000253303
28337	ENSG00000253465
	
	
492311	ENSG00000182700
50802	
3514	ENSG00000211592
3515	
	
28950	ENSG00000211597
28949	ENSG00000211596
28948	ENSG00000211595
28947	ENSG00000211594
28946	ENSG00000211593
	
	
	
	
	
	
28299	ENSG00000243466
28943	ENSG00000239855
28942	ENSG00000240671
28941	ENSG00000241755
28940	ENSG00000243290
28939	ENSG00000253497
28938	ENSG00000240864
28937	ENSG00000240382
28936	ENSG00000253578
28935	ENSG00000244575
28934	ENSG00000253870
28933	ENSG00000242076
28932	ENSG00000253461
28931	ENSG00000239862
28930	ENSG00000242371
	
28904	ENSG00000239819
28903	ENSG00000278857
28902	ENSG00000276566
28901	ENSG00000241244
28900	ENSG00000242766
28899	ENSG00000253365
28898	ENSG00000224607
28897	ENSG00000253191
28896	ENSG00000239975
28895	ENSG00000232747
28894	ENSG00000250036
28893	ENSG00000251546
28892	ENSG00000211633
28891	ENSG00000242580
3532	ENSG00000156755
644731	ENSG00000204776
3534	
3525	ENSG00000276674
28867	
3531	ENSG00000235235
	ENSG00000223816
28866	ENSG00000204670
28865	ENSG00000271569
28864	ENSG00000271351
28863	ENSG00000270187
28862	ENSG00000231292
339562	ENSG00000270999
	ENSG00000204780
	ENSG00000225380
642424	ENSG00000237592
100312985	
3530	ENSG00000253481
28850	ENSG00000230481
	
439957	
	
28929	ENSG00000253435
28928	ENSG00000253278
28927	ENSG00000253265
28926	ENSG00000254157
28925	ENSG00000253732
28924	ENSG00000253625
28923	ENSG00000241294
28922	ENSG00000254098
28921	ENSG00000244116
28920	ENSG00000253998
28919	ENSG00000243238
28918	ENSG00000253487
28917	ENSG00000253592
28916	ENSG00000273962
	
28890	ENSG00000253906
28889	ENSG00000254292
28888	ENSG00000254220
28887	ENSG00000253765
28886	ENSG00000254345
28885	ENSG00000241566
28884	ENSG00000211623
28883	ENSG00000242534
28882	ENSG00000243264
28881	ENSG00000239571
28880	ENSG00000253127
28879	ENSG00000254009
28878	ENSG00000251039
28861	ENSG00000270748
	
28859	ENSG00000271402
28858	
652873	ENSG00000270450
100310869	ENSG00000271015
100996600	ENSG00000278537
28855	ENSG00000276050
3529	ENSG00000253460
28847	ENSG00000253691
	
28915	ENSG00000243063
28914	ENSG00000241351
28913	ENSG00000244437
28912	ENSG00000239951
28911	ENSG00000253202
28910	ENSG00000253158
28909	ENSG00000253860
	
28877	ENSG00000228325
28876	ENSG00000211632
28875	ENSG00000224041
28874	ENSG00000211625
28873	ENSG00000254097
28872	ENSG00000253999
28871	ENSG00000253501
28854	ENSG00000270252
3523	ENSG00000233999
	
3527	ENSG00000254264
28908	ENSG00000211598
28907	ENSG00000211599
28906	ENSG00000211611
28870	ENSG00000225523
28869	ENSG00000211626
28905	ENSG00000197794
	
	
	
	
	
	
	
	
	
	
	
	
	
	
3535	
	
3537	ENSG00000211675
3538	ENSG00000211677
3539	ENSG00000211679
3540	ENSG00000254029
3541	ENSG00000254030
3542	ENSG00000222037
28834	ENSG00000211685
84096	ENSG00000254127
84086	ENSG00000271093
	
28833	ENSG00000211674
28832	ENSG00000211676
28831	ENSG00000211678
28830	ENSG00000211680
28829	ENSG00000211681
28828	ENSG00000211682
28827	ENSG00000211684
204777	ENSG00000265243
3543	ENSG00000128322
3544	
91353	ENSG00000206066
100287528	ENSG00000276427
100423062	ENSG00000254709
402665	ENSG00000142549
	
	
	
28826	ENSG00000211655
28825	ENSG00000211653
28824	ENSG00000253818
28823	ENSG00000211651
28822	ENSG00000211648
28821	ENSG00000211645
28820	ENSG00000211644
28819	ENSG00000253823
28818	ENSG00000253234
28817	ENSG00000278196
28816	ENSG00000211668
28815	ENSG00000211666
28814	ENSG00000211664
28813	ENSG00000211660
28812	ENSG00000253451
28811	ENSG00000211656
28810	ENSG00000253120
28809	ENSG00000211673
28808	ENSG00000253963
28807	ENSG00000226420
28806	ENSG00000253448
28805	ENSG00000254077
28804	ENSG00000211670
28803	ENSG00000211669
28802	ENSG00000211667
28801	ENSG00000253590
28800	ENSG00000253786
28799	ENSG00000211665
28798	ENSG00000253152
28797	ENSG00000211663
28796	ENSG00000211662
28795	ENSG00000211661
28794	ENSG00000253822
28793	ENSG00000211659
28792	ENSG00000253913
28791	ENSG00000211658
28790	ENSG00000253338
28789	ENSG00000253329
28788	ENSG00000253920
28787	ENSG00000211657
28786	ENSG00000211672
28785	ENSG00000211639
28784	ENSG00000211637
28783	ENSG00000211654
28782	
28781	ENSG00000211650
28780	ENSG00000211647
28779	ENSG00000211643
28778	ENSG00000211640
28777	ENSG00000253631
28776	ENSG00000211652
28775	ENSG00000211649
28774	ENSG00000211638
100996586	ENSG00000215177
28773	ENSG00000223350
28772	ENSG00000211642
28771	ENSG00000253794
28770	ENSG00000211641
28769	ENSG00000254240
28768	ENSG00000253889
28767	ENSG00000254175
28766	ENSG00000253126
28765	ENSG00000253752
28764	ENSG00000254355
28763	ENSG00000253239
28762	ENSG00000253935
28761	ENSG00000254308
28760	ENSG00000253242
28759	ENSG00000254161
84097	ENSG00000253874
84088	ENSG00000271138
84087	ENSG00000243519
28758	ENSG00000253637
28757	ENSG00000254075
84091	ENSG00000253546
84090	ENSG00000253779
84089	ENSG00000254073
	
3547	ENSG00000147255
3321	ENSG00000143061
	ENSG00000279124
100289350	ENSG00000223703
150084	ENSG00000183067
10261	ENSG00000140749
93185	ENSG00000162729
57549	ENSG00000085552
22997	ENSG00000080854
285313	ENSG00000152580
152404	ENSG00000144847
100506765	ENSG00000239877
84966	ENSG00000117154
105376814	ENSG00000230035
283284	ENSG00000179057
	ENSG00000254966
147710	ENSG00000216588
	
	
3549	ENSG00000163501
339834	ENSG00000173421
	
3550	ENSG00000113141
121457	ENSG00000166130
	
3551	ENSG00000104365
101929897	ENSG00000253408
9641	ENSG00000263528
574431	ENSG00000162888
8517	ENSG00000269335
246210	ENSG00000275882
10320	ENSG00000185811
22807	ENSG00000030419
22806	ENSG00000161405
64375	ENSG00000123411
64376	ENSG00000095574
3552	ENSG00000115008
3553	ENSG00000125538
84639	ENSG00000136697
3554	ENSG00000115594
	ENSG00000226925
7850	ENSG00000115590
3556	ENSG00000196083
11141	ENSG00000169306
26280	ENSG00000189108
9173	ENSG00000115602
8808	ENSG00000115598
3557	ENSG00000136689
3558	ENSG00000109471
	
3559	ENSG00000134460
3560	ENSG00000100385
