NCBI Gene ID	Ensembl gene ID
284352	ENSG00000104866
286187	ENSG00000178125
5515	ENSG00000113575
	ENSG00000270177
5516	ENSG00000104695
5517	
5518	ENSG00000105568
5519	ENSG00000137713
5520	ENSG00000221914
5521	ENSG00000156475
	ENSG00000249553
5522	ENSG00000074211
55844	ENSG00000175470
100327036	ENSG00000231668
5523	ENSG00000073711
28227	ENSG00000167393
55012	ENSG00000092020
5525	ENSG00000066027
5526	ENSG00000068971
5527	ENSG00000078304
140921	ENSG00000239557
5528	ENSG00000112640
5529	ENSG00000154001
5530	ENSG00000138814
5532	ENSG00000107758
101929145	ENSG00000221817
5533	ENSG00000120910
5534	ENSG00000221823
5535	ENSG00000188386
5531	ENSG00000149923
9989	ENSG00000154845
101927323	ENSG00000263627
55370	ENSG00000124224
151987	ENSG00000163605
100421419	ENSG00000250848
124900550	ENSG00000231443
124900549	ENSG00000231464
100131868	ENSG00000249626
124901187	ENSG00000232615
	ENSG00000271662
55671	ENSG00000100796
57223	ENSG00000275052
107985885	ENSG00000272606
139420	ENSG00000224960
57718	ENSG00000119698
	
5536	ENSG00000011485
100506012	ENSG00000230510
5537	ENSG00000119414
100144631	
22870	ENSG00000105063
9701	ENSG00000100239
	ENSG00000233442
55291	ENSG00000110075
23082	ENSG00000148840
	
5538	ENSG00000131238
9374	ENSG00000221988
100532746	ENSG00000258388
160760	ENSG00000196850
23398	ENSG00000113593
5539	ENSG00000108849
23614	ENSG00000265060
10084	ENSG00000102103
	
	
	
	
	
84366	ENSG00000159182
360205	ENSG00000229637
84279	ENSG00000135617
645571	ENSG00000236165
	ENSG00000235027
11230	ENSG00000243279
157285	ENSG00000275342
	ENSG00000279296
84106	ENSG00000133246
23532	ENSG00000185686
65121	ENSG00000116721
65122	ENSG00000120952
	
400735	ENSG00000243073
343068	ENSG00000270601
440561	ENSG00000232423
441871	ENSG00000204510
391002	ENSG00000182330
343070	ENSG00000204505
343071	ENSG00000187545
440560	ENSG00000239810
390999	ENSG00000116726
400736	ENSG00000279169
729528	ENSG00000204481
653619	ENSG00000204501
	
391004	ENSG00000204479
391003	ENSG00000279804
645414	ENSG00000204480
645425	ENSG00000204478
	
653606	ENSG00000276816
	
441873	ENSG00000229571
645359	ENSG00000280267
101929983	ENSG00000274764
102724742	ENSG00000274178
729356	ENSG00000234064
441870	ENSG00000231103
100129611	ENSG00000250894
650236	ENSG00000231219
645382	ENSG00000237700
649324	ENSG00000277862
100419649	ENSG00000236179
645354	ENSG00000229978
649179	ENSG00000197549
101928062	ENSG00000257815
118471	ENSG00000165828
5542	ENSG00000251655
653247	ENSG00000121335
5544	ENSG00000197870
5545	ENSG00000230657
9055	ENSG00000198901
100507118	ENSG00000258725
	
5546	ENSG00000143294
768206	ENSG00000214140
5547	ENSG00000137509
100421289	ENSG00000232556
	
639	ENSG00000057657
7799	ENSG00000116731
11108	ENSG00000110851
101929162	ENSG00000258136
11107	ENSG00000138738
93166	ENSG00000061455
105379152	ENSG00000223652
11105	ENSG00000126856
56978	ENSG00000152784
105377303	ENSG00000248719
56979	ENSG00000164256
56980	ENSG00000170325
440072	ENSG00000233220
56981	ENSG00000019485
59335	ENSG00000130711
59336	ENSG00000112238
63978	ENSG00000147596
63977	ENSG00000141956
63976	ENSG00000142611
440556	ENSG00000177133
5052	ENSG00000117450
7002	ENSG00000214121
7001	ENSG00000167815
359844	ENSG00000215049
646218	ENSG00000213724
100418943	ENSG00000249140
442239	ENSG00000213177
10935	ENSG00000165672
100419031	ENSG00000229598
100128092	ENSG00000231468
100128902	ENSG00000234701
100418955	ENSG00000239926
10549	ENSG00000123131
100418949	ENSG00000248987
100418942	
25824	ENSG00000126432
111501764	ENSG00000242364
9588	ENSG00000117592
101928673	ENSG00000203739
10113	ENSG00000138073
283487	ENSG00000255874
27166	ENSG00000169230
728666	ENSG00000217325
100419971	ENSG00000217408
100420046	ENSG00000235816
390572	ENSG00000259592
388734	ENSG00000226986
388955	ENSG00000228305
	ENSG00000230748
153768	ENSG00000186314
	ENSG00000257336
10650	ENSG00000141391
51012	ENSG00000101166
100129664	ENSG00000226226
	ENSG00000271242
100128712	ENSG00000264907
100420275	ENSG00000251163
106480242	ENSG00000251656
100132940	ENSG00000249516
730974	ENSG00000250711
106480243	ENSG00000270741
100420277	
646873	ENSG00000236105
102723314	ENSG00000231108
5549	ENSG00000188783
5550	ENSG00000085377
9581	ENSG00000138078
57580	ENSG00000124126
80243	ENSG00000046889
5551	ENSG00000180644
5553	ENSG00000186652
10394	ENSG00000156575
10216	ENSG00000116690
	
5554	ENSG00000231887
5555	ENSG00000134551
	
144165	ENSG00000139174
100131977	ENSG00000243584
166336	ENSG00000163637
100652759	ENSG00000241572
	ENSG00000241101
	ENSG00000226017
101929316	ENSG00000244564
4007	ENSG00000012211
29964	ENSG00000278224
5557	ENSG00000198056
5558	ENSG00000146143
	
100996481	ENSG00000283453
145270	ENSG00000175785
201973	ENSG00000164306
100169750	
	
	
	
	
5562	ENSG00000132356
5563	ENSG00000162409
5564	ENSG00000111725
5565	ENSG00000131791
5566	ENSG00000072062
5567	ENSG00000142875
	ENSG00000271576
5568	ENSG00000165059
	
	
5571	ENSG00000181929
51422	ENSG00000106617
100505483	ENSG00000239911
644090	ENSG00000242048
53632	ENSG00000115592
5573	ENSG00000108946
5574	ENSG00000233401
5575	ENSG00000188191
101926963	ENSG00000237181
101927000	ENSG00000229380
5576	ENSG00000114302
100506637	ENSG00000224424
5577	ENSG00000005249
105375441	ENSG00000243193
5578	ENSG00000154229
101928001	ENSG00000264630
5579	ENSG00000166501
	
5580	ENSG00000163932
5581	ENSG00000171132
105374580	ENSG00000228481
5582	ENSG00000126583
5583	ENSG00000027075
	ENSG00000247287
5584	ENSG00000163558
158948	ENSG00000237682
	
5588	ENSG00000065675
439949	ENSG00000237943
5589	ENSG00000130175
5590	ENSG00000067606
	ENSG00000182873
105378591	ENSG00000226969
5587	ENSG00000184304
25865	ENSG00000105287
23683	ENSG00000115825
101929542	ENSG00000232028
5591	ENSG00000253729
5592	ENSG00000185532
100506939	ENSG00000236671
	
5593	ENSG00000138669
101928942	ENSG00000251059
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
5071	ENSG00000185345
8575	ENSG00000180228
731716	
79706	ENSG00000128563
5613	ENSG00000183943
	ENSG00000236188
441733	ENSG00000259205
5615	
5616	ENSG00000099725
5617	ENSG00000172179
51052	ENSG00000071677
2834	ENSG00000119973
5618	ENSG00000113494
5619	ENSG00000175646
5620	ENSG00000122304
58531	ENSG00000178257
3276	ENSG00000126457
100420910	ENSG00000270706
3275	ENSG00000160310
10196	ENSG00000185238
10419	ENSG00000100462
100505758	ENSG00000237054
101926933	ENSG00000257285
100420927	ENSG00000249004
55170	ENSG00000198890
54496	ENSG00000132600
56341	ENSG00000111218
90826	ENSG00000164169
101867536	ENSG00000282961
23627	ENSG00000171864
5621	ENSG00000171867
149830	ENSG00000180259
	
389333	ENSG00000228672
5624	ENSG00000115718
147011	ENSG00000167525
10544	ENSG00000101000
5625	ENSG00000100033
58510	ENSG00000250799
440792	ENSG00000161132
84432	ENSG00000143125
60675	ENSG00000163421
10887	ENSG00000169618
128674	ENSG00000101292
8842	ENSG00000007062
150696	ENSG00000155066
5626	ENSG00000175325
9692	ENSG00000100890
344405	ENSG00000162997
100533178	ENSG00000183146
5627	ENSG00000184500
5628	ENSG00000189002
80209	ENSG00000120685
254427	ENSG00000148426
219731	ENSG00000225778
148137	ENSG00000167595
5629	ENSG00000117707
100505832	ENSG00000230461
	
283571	ENSG00000119608
8858	ENSG00000126231
8899	ENSG00000112739
9129	ENSG00000117360
9128	ENSG00000136875
653155	ENSG00000224217
24148	ENSG00000101161
10594	ENSG00000174231
8559	ENSG00000165630
27339	ENSG00000110107
107984333	ENSG00000257052
100422496	ENSG00000264685
26121	ENSG00000105618
	ENSG00000237017
84950	ENSG00000134748
389935	ENSG00000225053
100131947	ENSG00000236582
55119	ENSG00000134186
55015	ENSG00000185246
105370474	ENSG00000249163
55660	ENSG00000196504
25766	ENSG00000110844
5630	ENSG00000135406
5961	ENSG00000112619
5631	ENSG00000147224
221823	ENSG00000229937
	ENSG00000226847
100421295	ENSG00000232630
5634	ENSG00000101911
5635	ENSG00000161542
5636	ENSG00000141127
80742	ENSG00000204576
100128772	ENSG00000223398
11272	ENSG00000111215
55615	ENSG00000186654
553158	ENSG00000248405
79899	ENSG00000135362
80758	ENSG00000131188
340037	ENSG00000246334
	
574414	ENSG00000203783
55771	ENSG00000068489
	ENSG00000265415
100418956	ENSG00000271162
57479	ENSG00000126464
54458	ENSG00000205352
647195	ENSG00000232824
	ENSG00000254884
100129201	ENSG00000271412
100288008	ENSG00000264971
440525	ENSG00000187534
	
100289644	ENSG00000271202
78994	ENSG00000156858
253143	ENSG00000183530
222171	ENSG00000176532
107986700	ENSG00000223813
79170	ENSG00000167183
51334	ENSG00000184838
285800	ENSG00000176381
284338	ENSG00000188368
122183	ENSG00000204919
729233	ENSG00000204918
729240	ENSG00000229665
729246	ENSG00000227151
729250	ENSG00000234278
106480416	ENSG00000271140
100419008	ENSG00000239620
643905	
163154	ENSG00000212123
729627	ENSG00000206260
389151	ENSG00000184814
389152	ENSG00000233701
100131608	ENSG00000255251
100133251	ENSG00000255378
101929013	ENSG00000254776
285311	ENSG00000214324
101060159	ENSG00000243016
388199	
401137	ENSG00000187533
92340	ENSG00000224383
400612	ENSG00000264954
339779	ENSG00000186143
100130613	ENSG00000183631
102724536	ENSG00000283787
55267	ENSG00000182257
150381	ENSG00000241990
146325	ENSG00000161992
80164	ENSG00000183248
133619	ENSG00000164244
7916	ENSG00000204469
84726	ENSG00000288701
23215	ENSG00000117523
360018	ENSG00000216777
5638	ENSG00000130962
5639	ENSG00000126460
79057	ENSG00000130032
79056	ENSG00000135378
80863	ENSG00000204314
642515	ENSG00000283526
112476	ENSG00000167371
285368	ENSG00000163704
100874032	ENSG00000230082
401399	ENSG00000224940
5396	ENSG00000116132
51450	ENSG00000167157
101929437	ENSG00000236024
	
	
	
5644	ENSG00000204983
5645	ENSG00000275896
5646	ENSG00000010438
168330	ENSG00000250591
154754	
136540	ENSG00000277083
	ENSG00000204982
	
	
	
5652	ENSG00000052344
	
8492	ENSG00000164099
	
10279	ENSG00000112812
	
	
	
	
10942	ENSG00000007038
64063	ENSG00000005001
11098	ENSG00000150687
107984429	ENSG00000255471
83886	ENSG00000172382
123787	ENSG00000196364
124221	ENSG00000172460
260429	ENSG00000103355
167681	ENSG00000146250
146547	ENSG00000178226
136242	ENSG00000165076
339501	ENSG00000185888
150527	ENSG00000183292
646743	ENSG00000184761
360226	ENSG00000215148
339906	ENSG00000178055
100288960	ENSG00000286651
729756	ENSG00000226074
377047	ENSG00000188086
100287362	ENSG00000261603
138652	ENSG00000276717
345062	ENSG00000189099
29122	ENSG00000283706
346702	ENSG00000253649
100419209	ENSG00000285237
339105	ENSG00000151006
221191	ENSG00000103023
203074	ENSG00000184647
646960	ENSG00000237412
400668	ENSG00000185198
136541	ENSG00000258223
207147	ENSG00000186163
	
56952	ENSG00000099256
283659	ENSG00000166450
	
5657	ENSG00000196415
	
58497	ENSG00000143363
100129595	ENSG00000234706
158471	ENSG00000106772
57716	ENSG00000105227
84293	ENSG00000122378
100420900	ENSG00000257220
100131252	ENSG00000254213
127281	ENSG00000157870
195827	ENSG00000158122
650181	ENSG00000237963
9081	ENSG00000169789
442862	ENSG00000169807
442863	ENSG00000224166
442864	ENSG00000231311
442865	ENSG00000169763
442866	ENSG00000172283
	ENSG00000233546
	ENSG00000248573
	
	
5660	ENSG00000197746
768239	ENSG00000178597
29968	ENSG00000135069
137133	ENSG00000253810
	ENSG00000232144
729779	ENSG00000230787
100287630	ENSG00000224962
	
8000	ENSG00000167653
	
5662	ENSG00000059915
84249	ENSG00000146005
101929696	ENSG00000249131
23362	ENSG00000156011
23550	ENSG00000125637
5663	ENSG00000080815
5664	ENSG00000143801
55851	ENSG00000205155
	
	
	
	
5669	ENSG00000231924
5670	ENSG00000242221
5671	ENSG00000221826
5672	ENSG00000243137
5673	ENSG00000204941
5675	ENSG00000170848
5676	ENSG00000221878
440533	ENSG00000124467
100289650	ENSG00000225877
5678	ENSG00000183668
653492	ENSG00000248257
5680	ENSG00000243130
	ENSG00000282943
	
	
11168	ENSG00000164985
353329	ENSG00000234297
360022	
	
5681	ENSG00000159792
85481	ENSG00000147613
106146148	ENSG00000225255
5682	ENSG00000129084
100422286	ENSG00000225715
5683	ENSG00000106588
100130923	ENSG00000254582
100131775	ENSG00000251234
79055	ENSG00000227890
5684	ENSG00000100567
379025	ENSG00000257621
326617	ENSG00000258563
5685	ENSG00000041357
5686	ENSG00000143106
	ENSG00000235136
5687	ENSG00000100902
64596	ENSG00000215414
729412	ENSG00000229083
	ENSG00000233767
121906	ENSG00000271625
5688	ENSG00000101182
117134610	
143471	ENSG00000154611
5689	ENSG00000008018
5690	ENSG00000126067
5691	ENSG00000277791
121131	ENSG00000258907
130700	ENSG00000235444
5692	ENSG00000159377
5693	ENSG00000100804
5694	ENSG00000142507
5695	ENSG00000136930
100422289	ENSG00000259074
5696	ENSG00000204264
100507463	ENSG00000204261
5698	ENSG00000240065
5699	ENSG00000205220
122706	ENSG00000222028
5700	ENSG00000100764
151645	ENSG00000241506
442291	ENSG00000213781
392100	ENSG00000231244
345645	ENSG00000248781
	ENSG00000250273
643766	ENSG00000240255
646085	ENSG00000243838
390297	ENSG00000256896
643668	ENSG00000255993
388925	ENSG00000236348
442153	ENSG00000217385
644094	ENSG00000226126
100422305	ENSG00000232314
5701	ENSG00000161057
729674	ENSG00000240854
100422271	ENSG00000253137
5702	ENSG00000165916
29893	ENSG00000131470
5703	ENSG00000236680
5704	ENSG00000013275
5705	ENSG00000087191
5706	ENSG00000100519
266723	
160410	
100128218	
5707	ENSG00000173692
5708	ENSG00000175166
266783	
5709	ENSG00000108344
5710	ENSG00000159352
54035	ENSG00000223741
5711	ENSG00000095261
9861	ENSG00000163636
	ENSG00000243410
100507062	ENSG00000239653
5713	ENSG00000103035
101928035	ENSG00000261404
280637	ENSG00000266707
5714	ENSG00000099341
100422411	ENSG00000228264
5715	ENSG00000110801
5716	ENSG00000101843
170541	ENSG00000228663
280644	ENSG00000226652
338091	ENSG00000232041
5717	ENSG00000108671
5718	ENSG00000197170
317753	ENSG00000240135
5719	ENSG00000185627
10213	ENSG00000115233
101929512	ENSG00000235724
100131284	ENSG00000227738
5720	ENSG00000092010
5721	ENSG00000100911
257093	ENSG00000238000
338099	ENSG00000225131
338095	ENSG00000248988
338096	ENSG00000251332
338097	ENSG00000253208
338098	ENSG00000227462
10197	ENSG00000131467
80011	ENSG00000172775
23198	ENSG00000068878
9491	ENSG00000125818
8624	ENSG00000183527
56984	ENSG00000128789
84262	ENSG00000157778
114796	ENSG00000230487
	ENSG00000241946
	ENSG00000239805
389362	ENSG00000180822
	
	
170679	ENSG00000204540
170680	ENSG00000204538
100130889	ENSG00000204528
	
	
	
	
	
	
	
	
	
	
55269	ENSG00000121390
	
	ENSG00000226352
	
642395	ENSG00000227879
100873875	ENSG00000244615
5723	ENSG00000146733
8781	ENSG00000226278
5623	ENSG00000125650
84722	ENSG00000134222
118672	ENSG00000179988
9051	ENSG00000140368
9050	ENSG00000152229
5724	ENSG00000169403
375743	ENSG00000188647
5725	ENSG00000011304
122888	ENSG00000259078
58155	ENSG00000117569
9991	ENSG00000119314
	
26024	ENSG00000106246
79810	ENSG00000049883
100131302	ENSG00000258456
100132487	ENSG00000234256
55037	ENSG00000132300
5727	ENSG00000185920
8643	ENSG00000117425
139411	ENSG00000165186
100873065	ENSG00000233067
374308	ENSG00000182077
387647	ENSG00000274985
100533664	ENSG00000231550
100533665	ENSG00000219700
442213	ENSG00000244694
171558	ENSG00000171611
100302522	ENSG00000287736
101928337	ENSG00000236130
100886964	ENSG00000259104
9791	ENSG00000156471
81490	ENSG00000174915
5728	ENSG00000171862
11191	ENSG00000237984
101243555	ENSG00000281128
9317	ENSG00000165983
256297	ENSG00000168267
5729	ENSG00000168229
11251	ENSG00000183134
5730	ENSG00000107317
5731	ENSG00000160951
5732	ENSG00000125384
5733	ENSG00000050628
5734	ENSG00000171522
5735	
	ENSG00000184523
442421	
	ENSG00000239684
9536	ENSG00000148344
80142	ENSG00000148334
389791	ENSG00000232850
10728	ENSG00000110958
100885848	ENSG00000267060
100885850	ENSG00000108825
284672	ENSG00000234518
	ENSG00000217643
441050	ENSG00000229204
	ENSG00000236937
	ENSG00000234544
5737	ENSG00000122420
5738	ENSG00000134247
5739	ENSG00000160013
5740	ENSG00000124212
22949	ENSG00000106853
145482	ENSG00000140043
284273	ENSG00000180011
5742	ENSG00000095303
5743	ENSG00000073756
5741	ENSG00000152266
5745	ENSG00000160801
113091	ENSG00000142538
5746	ENSG00000144407
5744	ENSG00000087494
	
5747	ENSG00000169398
2185	ENSG00000120899
	
	
	
	
5753	ENSG00000101213
5754	ENSG00000112655
	
	
5757	ENSG00000187514
5758	ENSG00000228415
5759	ENSG00000197744
5760	ENSG00000218902
5761	ENSG00000231503
150928	ENSG00000214182
170542	ENSG00000237000
326626	
728873	ENSG00000243014
100506248	ENSG00000198134
442727	ENSG00000213237
441454	ENSG00000269907
728026	ENSG00000282886
105371898	
105373140	
112935968	ENSG00000255105
5763	ENSG00000159335
5764	ENSG00000105894
	
53635	ENSG00000104960
100506033	ENSG00000268006
101928378	ENSG00000269352
442087	ENSG00000240882
	
7803	ENSG00000112245
100421652	ENSG00000231158
100499563	ENSG00000255807
	ENSG00000226254
100129564	ENSG00000250359
100289380	ENSG00000235642
100129472	ENSG00000254727
100421681	ENSG00000237514
8073	ENSG00000184007
5767	ENSG00000267185
5769	ENSG00000254481
11156	ENSG00000184489
5524	ENSG00000119383
138639	ENSG00000158079
	
114971	ENSG00000110536
5770	ENSG00000196396
5771	ENSG00000175354
646981	ENSG00000228196
646758	ENSG00000224117
5774	ENSG00000070159
5775	ENSG00000088179
84867	ENSG00000110786
5777	ENSG00000111679
5778	ENSG00000143851
	
5780	ENSG00000169410
	
5781	ENSG00000179295
344593	ENSG00000239455
100421822	ENSG00000250031
442263	ENSG00000220412
391771	ENSG00000250332
442113	ENSG00000248113
5782	ENSG00000127947
5783	ENSG00000163629
5784	ENSG00000152104
	
26469	ENSG00000072135
26095	ENSG00000204179
	
653045	ENSG00000278561
11099	ENSG00000070778
26191	ENSG00000134242
25930	ENSG00000076201
	ENSG00000260236
5786	ENSG00000132670
5787	ENSG00000127329
5788	ENSG00000081237
5790	ENSG00000213402
5789	ENSG00000153707
101929407	ENSG00000225706
101929428	ENSG00000226717
5791	ENSG00000132334
5792	ENSG00000142949
5793	ENSG00000144724
100506994	ENSG00000241472
5794	ENSG00000080031
5795	ENSG00000149177
	ENSG00000254879
5796	ENSG00000152894
101928140	ENSG00000227945
5797	ENSG00000173482
5798	ENSG00000054356
5799	ENSG00000155093
100506585	ENSG00000233038
5800	ENSG00000151490
374462	ENSG00000139304
5801	ENSG00000153233
5802	ENSG00000105426
	ENSG00000267550
11122	ENSG00000196090
101927138	ENSG00000227599
	ENSG00000233508
10076	ENSG00000060656
148713	ENSG00000243323
	
5803	ENSG00000106278
5804	
	
138428	ENSG00000187024
51651	ENSG00000141378
391356	ENSG00000184924
5805	ENSG00000150787
9232	ENSG00000164611
754	ENSG00000183255
102723899	ENSG00000251154
326315	ENSG00000258571
100127954	ENSG00000256041
10744	ENSG00000250254
26255	ENSG00000213005
5806	ENSG00000163661
390667	ENSG00000251692
	
	
	
	
	
8226	ENSG00000130021
327658	ENSG00000234620
327659	ENSG00000233792
391242	ENSG00000214245
22827	ENSG00000179950
	
9698	ENSG00000134644
23369	ENSG00000055917
9933	ENSG00000080608
	
5813	ENSG00000185129
5814	ENSG00000146676
29942	ENSG00000172733
643401	ENSG00000250337
80324	ENSG00000177192
107984455	ENSG00000255992
83480	ENSG00000110060
54517	ENSG00000091127
83448	ENSG00000129317
100421790	
150962	ENSG00000162927
126789	ENSG00000169972
	
5816	ENSG00000100362
388428	ENSG00000225180
5817	ENSG00000073008
79037	ENSG00000213413
101752334	ENSG00000235333
	
5820	ENSG00000249859
145624	ENSG00000279050
347745	
8123	ENSG00000279192
100506965	ENSG00000257151
347746	
	
	
11137	ENSG00000136045
5822	ENSG00000241945
791114	ENSG00000259905
791115	ENSG00000260551
101928840	
	ENSG00000260232
114825	ENSG00000170234
100129459	ENSG00000226683
170394	ENSG00000171813
84939	ENSG00000160953
139221	ENSG00000157502
728317	ENSG00000278803
221749	ENSG00000168994
7837	ENSG00000130508
137902	ENSG00000147485
	
54899	ENSG00000168297
	
	
5827	ENSG00000176894
11264	ENSG00000101417
5829	ENSG00000089159
100506649	ENSG00000255857
222659	ENSG00000179165
92370	ENSG00000155893
29108	ENSG00000103490
100652740	ENSG00000261359
	
5831	ENSG00000183010
	ENSG00000263585
29920	ENSG00000143811
65263	ENSG00000104524
260434	ENSG00000169900
152138	ENSG00000253548
103344926	ENSG00000223812
107181291	ENSG00000289721
5834	ENSG00000100994
	
5836	ENSG00000100504
5837	ENSG00000068976
26108	ENSG00000171016
90780	ENSG00000163348
101928120	ENSG00000271380
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
149628	ENSG00000163564
646377	ENSG00000229849
	
84305	ENSG00000170473
79912	ENSG00000121350
84795	ENSG00000119943
100996939	ENSG00000145337
5697	ENSG00000131096
23615	ENSG00000237575
644059	ENSG00000181977
5858	ENSG00000126838
5859	ENSG00000172053
5860	ENSG00000151552
9444	ENSG00000112531
101927490	ENSG00000261268
84267	ENSG00000165118
25797	ENSG00000115828
54814	ENSG00000011478
	
23475	ENSG00000103485
347148	ENSG00000188710
84109	ENSG00000186867
54870	ENSG00000198218
84074	ENSG00000129646
55278	ENSG00000130348
730016	ENSG00000215833
100422330	ENSG00000227613
100422374	ENSG00000257957
79832	ENSG00000060749
5768	ENSG00000116260
169714	ENSG00000165661
81890	ENSG00000213339
100420656	ENSG00000270524
79691	ENSG00000151576
203069	ENSG00000104679
27291	ENSG00000166024
23518	ENSG00000048991
22864	ENSG00000179912
	ENSG00000258001
100419742	ENSG00000248735
100129694	ENSG00000216817
91300	ENSG00000198858
140902	ENSG00000101074
105372629	ENSG00000226812
5861	ENSG00000138069
100420571	ENSG00000229023
643916	ENSG00000217272
81876	ENSG00000174903
441400	ENSG00000233111
5862	ENSG00000104388
84932	ENSG00000129472
5864	ENSG00000105649
5865	ENSG00000169213
115827	ENSG00000152932
9545	ENSG00000105514
22930	ENSG00000115839
25782	ENSG00000118873
5866	ENSG00000167994
117177	ENSG00000127328
5867	ENSG00000168118
105373159	ENSG00000177788
53916	ENSG00000167578
100529264	ENSG00000171570
5868	ENSG00000144566
5869	ENSG00000111540
5878	ENSG00000108774
105371781	ENSG00000267658
100420734	ENSG00000213731
133789	ENSG00000251356
55969	ENSG00000101084
5870	ENSG00000175582
51560	ENSG00000154917
84084	ENSG00000222014
100131320	ENSG00000225449
150786	ENSG00000233087
7879	ENSG00000075785
338382	ENSG00000276600
4218	ENSG00000167461
51762	ENSG00000166128
	
	
9367	ENSG00000123595
100287200	ENSG00000232910
100287542	ENSG00000223856
100287577	ENSG00000223655
100288397	ENSG00000235479
100287234	ENSG00000231423
51209	ENSG00000123570
9366	ENSG00000232159
10890	ENSG00000084733
8766	ENSG00000103769
100129731	ENSG00000227995
	ENSG00000255976
9230	ENSG00000185236
100507567	ENSG00000269386
80223	ENSG00000156675
646080	ENSG00000228492
22841	ENSG00000107560
9727	ENSG00000090565
84440	ENSG00000131242
26056	ENSG00000135631
201475	ENSG00000206418
5872	ENSG00000143545
51552	ENSG00000119396
376267	ENSG00000139998
64284	ENSG00000124839
105373958	ENSG00000234949
22931	ENSG00000099246
401409	ENSG00000146955
55647	ENSG00000139832
23011	ENSG00000080371
57403	ENSG00000124209
51715	ENSG00000112210
53917	ENSG00000169228
57111	ENSG00000132698
25837	ENSG00000167964
5873	ENSG00000069974
5874	ENSG00000041353
9364	ENSG00000157869
100133203	ENSG00000226108
100129331	ENSG00000236825
100132772	ENSG00000227353
100132871	ENSG00000276894
100128416	ENSG00000225400
8934	ENSG00000117280
27314	ENSG00000137502
100506233	ENSG00000246067
11031	ENSG00000168461
10981	ENSG00000118508
9363	ENSG00000134594
83452	ENSG00000172007
107984036	ENSG00000273247
83871	ENSG00000109113
11021	ENSG00000111737
	ENSG00000277283
9609	ENSG00000100228
326624	ENSG00000172794
23682	ENSG00000123892
54734	ENSG00000179331
116442	ENSG00000155961
142684	ENSG00000172476
282808	ENSG00000102128
10966	ENSG00000141542
57799	ENSG00000197562
347517	ENSG00000147127
115273	ENSG00000188060
646996	ENSG00000230997
339122	ENSG00000172780
440375	ENSG00000259856
401258	ENSG00000255587
10567	ENSG00000105404
9135	ENSG00000029725
79874	ENSG00000177548
10244	ENSG00000136933
100421226	ENSG00000225801
23637	ENSG00000011454
9910	ENSG00000152061
101928696	ENSG00000229531
102724601	ENSG00000227373
	ENSG00000223525
27342	ENSG00000154710
493754	ENSG00000229180
	ENSG00000230189
	ENSG00000224273
5875	ENSG00000100949
5876	ENSG00000137955
101180897	ENSG00000240751
5877	ENSG00000183155
	
11159	ENSG00000144134
11158	ENSG00000079974
285282	ENSG00000144840
55684	ENSG00000196642
5879	ENSG00000136238
387612	ENSG00000266520
442775	ENSG00000249936
492295	ENSG00000231404
286472	ENSG00000237584
402183	ENSG00000213522
100422657	ENSG00000226962
	ENSG00000236101
	ENSG00000234033
100422658	ENSG00000271306
5880	ENSG00000128340
5881	ENSG00000169750
29127	ENSG00000161800
83956	ENSG00000257331
	
10399	ENSG00000204628
100422561	ENSG00000249921
100422559	ENSG00000270677
100422562	ENSG00000249239
5810	ENSG00000113456
100128880	ENSG00000234569
100129690	ENSG00000233473
	
5883	ENSG00000172613
144715	ENSG00000151164
5884	ENSG00000152942
9207	ENSG00000232400
9206	ENSG00000223724
56852	ENSG00000070950
5885	ENSG00000164754
644660	ENSG00000253327
642636	ENSG00000244588
392508	ENSG00000238116
5886	ENSG00000179262
5887	ENSG00000119318
131185	ENSG00000236570
100130572	ENSG00000230244
54034	ENSG00000226298
	
10111	ENSG00000113522
5888	ENSG00000051180
100505648	ENSG00000245849
	
10635	ENSG00000111247
100420047	ENSG00000214283
729475	ENSG00000214842
5890	ENSG00000182185
5889	ENSG00000108384
5892	ENSG00000185379
	
	
5893	ENSG00000002016
644776	ENSG00000237964
	
25788	ENSG00000197275
8438	ENSG00000085999
23132	ENSG00000164080
100420273	ENSG00000269316
55698	ENSG00000157927
55086	ENSG00000147231
8480	ENSG00000101146
135250	ENSG00000164520
100652739	ENSG00000223701
353089	
353091	ENSG00000203722
	
646024	ENSG00000218358
154064	ENSG00000155918
353094	ENSG00000216444
5894	ENSG00000132155
348910	ENSG00000250040
	
5896	ENSG00000166349
5897	ENSG00000175097
10743	ENSG00000108557
	ENSG00000237328
10742	ENSG00000131831
	
	
26064	ENSG00000039560
105374723	ENSG00000271874
5898	ENSG00000006451
5899	ENSG00000144118
10928	ENSG00000017797
131054	ENSG00000239880
129522	ENSG00000238029
253959	ENSG00000174373
26134	ENSG00000229419
57186	ENSG00000188559
57148	ENSG00000170471
5900	ENSG00000160271
9649	ENSG00000136828
55103	ENSG00000116191
646976	ENSG00000273062
22913	ENSG00000125970
101926888	ENSG00000285230
138046	ENSG00000184672
83640	ENSG00000169612
353267	ENSG00000235272
10267	ENSG00000132329
10266	ENSG00000131477
100190938	ENSG00000197291
10268	ENSG00000122679
5901	ENSG00000132341
5902	ENSG00000099901
389842	ENSG00000228519
5903	ENSG00000153201
8498	ENSG00000031823
